batch,loss,accuracy
332,"tensor(2.6047, device='cuda:0', grad_fn=<NllLossBackward0>)",0.361
333,"tensor(2.5937, device='cuda:0', grad_fn=<NllLossBackward0>)",0.355
334,"tensor(2.5955, device='cuda:0', grad_fn=<NllLossBackward0>)",0.354
335,"tensor(2.5123, device='cuda:0', grad_fn=<NllLossBackward0>)",0.376
336,"tensor(2.6344, device='cuda:0', grad_fn=<NllLossBackward0>)",0.339
337,"tensor(2.5924, device='cuda:0', grad_fn=<NllLossBackward0>)",0.346
338,"tensor(2.5986, device='cuda:0', grad_fn=<NllLossBackward0>)",0.367
339,"tensor(2.5832, device='cuda:0', grad_fn=<NllLossBackward0>)",0.347
340,"tensor(2.4267, device='cuda:0', grad_fn=<NllLossBackward0>)",0.381
341,"tensor(2.6417, device='cuda:0', grad_fn=<NllLossBackward0>)",0.372
342,"tensor(2.5210, device='cuda:0', grad_fn=<NllLossBackward0>)",0.371
343,"tensor(2.5271, device='cuda:0', grad_fn=<NllLossBackward0>)",0.372
344,"tensor(2.7071, device='cuda:0', grad_fn=<NllLossBackward0>)",0.349
345,"tensor(2.5501, device='cuda:0', grad_fn=<NllLossBackward0>)",0.358
346,"tensor(2.6643, device='cuda:0', grad_fn=<NllLossBackward0>)",0.353
347,"tensor(2.4650, device='cuda:0', grad_fn=<NllLossBackward0>)",0.4
348,"tensor(2.5854, device='cuda:0', grad_fn=<NllLossBackward0>)",0.361
349,"tensor(2.4906, device='cuda:0', grad_fn=<NllLossBackward0>)",0.377
350,"tensor(2.6128, device='cuda:0', grad_fn=<NllLossBackward0>)",0.357
351,"tensor(2.5165, device='cuda:0', grad_fn=<NllLossBackward0>)",0.349
352,"tensor(2.5707, device='cuda:0', grad_fn=<NllLossBackward0>)",0.38
353,"tensor(2.6385, device='cuda:0', grad_fn=<NllLossBackward0>)",0.372
354,"tensor(2.5054, device='cuda:0', grad_fn=<NllLossBackward0>)",0.367
355,"tensor(2.5235, device='cuda:0', grad_fn=<NllLossBackward0>)",0.355
356,"tensor(2.5335, device='cuda:0', grad_fn=<NllLossBackward0>)",0.402
357,"tensor(2.5257, device='cuda:0', grad_fn=<NllLossBackward0>)",0.383
358,"tensor(2.4723, device='cuda:0', grad_fn=<NllLossBackward0>)",0.382
359,"tensor(2.5858, device='cuda:0', grad_fn=<NllLossBackward0>)",0.344
360,"tensor(2.5263, device='cuda:0', grad_fn=<NllLossBackward0>)",0.37
361,"tensor(2.5553, device='cuda:0', grad_fn=<NllLossBackward0>)",0.353
362,"tensor(2.6849, device='cuda:0', grad_fn=<NllLossBackward0>)",0.356
363,"tensor(2.5494, device='cuda:0', grad_fn=<NllLossBackward0>)",0.347
364,"tensor(2.5298, device='cuda:0', grad_fn=<NllLossBackward0>)",0.393
365,"tensor(2.5524, device='cuda:0', grad_fn=<NllLossBackward0>)",0.376
366,"tensor(2.6002, device='cuda:0', grad_fn=<NllLossBackward0>)",0.375
367,"tensor(2.5222, device='cuda:0', grad_fn=<NllLossBackward0>)",0.372
368,"tensor(2.3511, device='cuda:0', grad_fn=<NllLossBackward0>)",0.394
369,"tensor(2.6066, device='cuda:0', grad_fn=<NllLossBackward0>)",0.353
370,"tensor(2.4382, device='cuda:0', grad_fn=<NllLossBackward0>)",0.366
371,"tensor(2.5166, device='cuda:0', grad_fn=<NllLossBackward0>)",0.34
372,"tensor(2.6197, device='cuda:0', grad_fn=<NllLossBackward0>)",0.352
373,"tensor(2.5850, device='cuda:0', grad_fn=<NllLossBackward0>)",0.344
374,"tensor(2.5194, device='cuda:0', grad_fn=<NllLossBackward0>)",0.36
375,"tensor(2.5768, device='cuda:0', grad_fn=<NllLossBackward0>)",0.365
376,"tensor(2.7258, device='cuda:0', grad_fn=<NllLossBackward0>)",0.356
377,"tensor(2.5763, device='cuda:0', grad_fn=<NllLossBackward0>)",0.34
378,"tensor(2.5369, device='cuda:0', grad_fn=<NllLossBackward0>)",0.354
379,"tensor(2.5487, device='cuda:0', grad_fn=<NllLossBackward0>)",0.373
380,"tensor(2.5892, device='cuda:0', grad_fn=<NllLossBackward0>)",0.353
381,"tensor(2.6221, device='cuda:0', grad_fn=<NllLossBackward0>)",0.366
382,"tensor(2.4654, device='cuda:0', grad_fn=<NllLossBackward0>)",0.372
383,"tensor(2.5607, device='cuda:0', grad_fn=<NllLossBackward0>)",0.36
384,"tensor(2.4712, device='cuda:0', grad_fn=<NllLossBackward0>)",0.388
385,"tensor(2.5756, device='cuda:0', grad_fn=<NllLossBackward0>)",0.341
386,"tensor(2.5599, device='cuda:0', grad_fn=<NllLossBackward0>)",0.352
387,"tensor(2.4428, device='cuda:0', grad_fn=<NllLossBackward0>)",0.399
388,"tensor(2.4991, device='cuda:0', grad_fn=<NllLossBackward0>)",0.351
389,"tensor(2.6079, device='cuda:0', grad_fn=<NllLossBackward0>)",0.352
390,"tensor(2.5001, device='cuda:0', grad_fn=<NllLossBackward0>)",0.369
391,"tensor(2.4408, device='cuda:0', grad_fn=<NllLossBackward0>)",0.367
392,"tensor(2.4817, device='cuda:0', grad_fn=<NllLossBackward0>)",0.374
393,"tensor(2.4195, device='cuda:0', grad_fn=<NllLossBackward0>)",0.389
394,"tensor(2.6258, device='cuda:0', grad_fn=<NllLossBackward0>)",0.362
395,"tensor(2.5303, device='cuda:0', grad_fn=<NllLossBackward0>)",0.388
396,"tensor(2.4552, device='cuda:0', grad_fn=<NllLossBackward0>)",0.385
397,"tensor(2.5545, device='cuda:0', grad_fn=<NllLossBackward0>)",0.389
398,"tensor(2.6025, device='cuda:0', grad_fn=<NllLossBackward0>)",0.348
399,"tensor(2.5455, device='cuda:0', grad_fn=<NllLossBackward0>)",0.354
400,"tensor(2.5729, device='cuda:0', grad_fn=<NllLossBackward0>)",0.363
401,"tensor(2.5809, device='cuda:0', grad_fn=<NllLossBackward0>)",0.353
402,"tensor(2.4093, device='cuda:0', grad_fn=<NllLossBackward0>)",0.401
403,"tensor(2.5702, device='cuda:0', grad_fn=<NllLossBackward0>)",0.379
404,"tensor(2.5054, device='cuda:0', grad_fn=<NllLossBackward0>)",0.381
405,"tensor(2.6392, device='cuda:0', grad_fn=<NllLossBackward0>)",0.376
406,"tensor(2.4846, device='cuda:0', grad_fn=<NllLossBackward0>)",0.366
407,"tensor(2.5283, device='cuda:0', grad_fn=<NllLossBackward0>)",0.357
408,"tensor(2.5143, device='cuda:0', grad_fn=<NllLossBackward0>)",0.349
409,"tensor(2.5718, device='cuda:0', grad_fn=<NllLossBackward0>)",0.362
410,"tensor(2.7054, device='cuda:0', grad_fn=<NllLossBackward0>)",0.343
411,"tensor(2.6050, device='cuda:0', grad_fn=<NllLossBackward0>)",0.368
412,"tensor(2.5051, device='cuda:0', grad_fn=<NllLossBackward0>)",0.354
413,"tensor(2.5565, device='cuda:0', grad_fn=<NllLossBackward0>)",0.356
414,"tensor(2.5542, device='cuda:0', grad_fn=<NllLossBackward0>)",0.348
415,"tensor(2.6104, device='cuda:0', grad_fn=<NllLossBackward0>)",0.37
416,"tensor(2.4248, device='cuda:0', grad_fn=<NllLossBackward0>)",0.398
417,"tensor(2.5463, device='cuda:0', grad_fn=<NllLossBackward0>)",0.364
418,"tensor(2.6355, device='cuda:0', grad_fn=<NllLossBackward0>)",0.357
419,"tensor(2.5023, device='cuda:0', grad_fn=<NllLossBackward0>)",0.375
420,"tensor(2.5547, device='cuda:0', grad_fn=<NllLossBackward0>)",0.374
421,"tensor(2.3683, device='cuda:0', grad_fn=<NllLossBackward0>)",0.386
422,"tensor(2.5391, device='cuda:0', grad_fn=<NllLossBackward0>)",0.372
423,"tensor(2.5714, device='cuda:0', grad_fn=<NllLossBackward0>)",0.36
424,"tensor(2.5026, device='cuda:0', grad_fn=<NllLossBackward0>)",0.386
425,"tensor(2.5174, device='cuda:0', grad_fn=<NllLossBackward0>)",0.364
426,"tensor(2.5001, device='cuda:0', grad_fn=<NllLossBackward0>)",0.366
427,"tensor(2.4452, device='cuda:0', grad_fn=<NllLossBackward0>)",0.358
428,"tensor(2.5099, device='cuda:0', grad_fn=<NllLossBackward0>)",0.378
429,"tensor(2.5252, device='cuda:0', grad_fn=<NllLossBackward0>)",0.368
430,"tensor(2.5181, device='cuda:0', grad_fn=<NllLossBackward0>)",0.396
431,"tensor(2.5855, device='cuda:0', grad_fn=<NllLossBackward0>)",0.37
432,"tensor(2.5460, device='cuda:0', grad_fn=<NllLossBackward0>)",0.382
433,"tensor(2.4869, device='cuda:0', grad_fn=<NllLossBackward0>)",0.382
434,"tensor(2.5381, device='cuda:0', grad_fn=<NllLossBackward0>)",0.373
435,"tensor(2.4744, device='cuda:0', grad_fn=<NllLossBackward0>)",0.382
436,"tensor(2.5803, device='cuda:0', grad_fn=<NllLossBackward0>)",0.36
437,"tensor(2.5397, device='cuda:0', grad_fn=<NllLossBackward0>)",0.352
438,"tensor(2.5074, device='cuda:0', grad_fn=<NllLossBackward0>)",0.376
439,"tensor(2.3994, device='cuda:0', grad_fn=<NllLossBackward0>)",0.382
440,"tensor(2.6339, device='cuda:0', grad_fn=<NllLossBackward0>)",0.352
441,"tensor(2.5831, device='cuda:0', grad_fn=<NllLossBackward0>)",0.375
442,"tensor(2.4061, device='cuda:0', grad_fn=<NllLossBackward0>)",0.401
443,"tensor(2.4532, device='cuda:0', grad_fn=<NllLossBackward0>)",0.375
444,"tensor(2.5269, device='cuda:0', grad_fn=<NllLossBackward0>)",0.361
445,"tensor(2.4109, device='cuda:0', grad_fn=<NllLossBackward0>)",0.377
446,"tensor(2.5927, device='cuda:0', grad_fn=<NllLossBackward0>)",0.37
447,"tensor(2.5660, device='cuda:0', grad_fn=<NllLossBackward0>)",0.355
448,"tensor(2.5180, device='cuda:0', grad_fn=<NllLossBackward0>)",0.357
449,"tensor(2.5845, device='cuda:0', grad_fn=<NllLossBackward0>)",0.381
450,"tensor(2.5139, device='cuda:0', grad_fn=<NllLossBackward0>)",0.361
451,"tensor(2.6046, device='cuda:0', grad_fn=<NllLossBackward0>)",0.342
452,"tensor(2.4833, device='cuda:0', grad_fn=<NllLossBackward0>)",0.396
453,"tensor(2.4893, device='cuda:0', grad_fn=<NllLossBackward0>)",0.363
454,"tensor(2.5678, device='cuda:0', grad_fn=<NllLossBackward0>)",0.355
455,"tensor(2.4492, device='cuda:0', grad_fn=<NllLossBackward0>)",0.397
456,"tensor(2.5861, device='cuda:0', grad_fn=<NllLossBackward0>)",0.365
457,"tensor(2.6311, device='cuda:0', grad_fn=<NllLossBackward0>)",0.356
458,"tensor(2.6576, device='cuda:0', grad_fn=<NllLossBackward0>)",0.35
459,"tensor(2.3988, device='cuda:0', grad_fn=<NllLossBackward0>)",0.409
460,"tensor(2.6045, device='cuda:0', grad_fn=<NllLossBackward0>)",0.354
461,"tensor(2.5136, device='cuda:0', grad_fn=<NllLossBackward0>)",0.38
462,"tensor(2.5263, device='cuda:0', grad_fn=<NllLossBackward0>)",0.382
463,"tensor(2.5592, device='cuda:0', grad_fn=<NllLossBackward0>)",0.363
464,"tensor(2.5432, device='cuda:0', grad_fn=<NllLossBackward0>)",0.361
465,"tensor(2.5580, device='cuda:0', grad_fn=<NllLossBackward0>)",0.357
466,"tensor(2.5686, device='cuda:0', grad_fn=<NllLossBackward0>)",0.369
467,"tensor(2.5497, device='cuda:0', grad_fn=<NllLossBackward0>)",0.366
468,"tensor(2.5946, device='cuda:0', grad_fn=<NllLossBackward0>)",0.362
469,"tensor(2.5702, device='cuda:0', grad_fn=<NllLossBackward0>)",0.356
470,"tensor(2.4847, device='cuda:0', grad_fn=<NllLossBackward0>)",0.376
471,"tensor(2.5354, device='cuda:0', grad_fn=<NllLossBackward0>)",0.364
472,"tensor(2.5891, device='cuda:0', grad_fn=<NllLossBackward0>)",0.345
473,"tensor(2.4945, device='cuda:0', grad_fn=<NllLossBackward0>)",0.369
474,"tensor(2.5032, device='cuda:0', grad_fn=<NllLossBackward0>)",0.371
475,"tensor(2.5441, device='cuda:0', grad_fn=<NllLossBackward0>)",0.36
476,"tensor(2.5366, device='cuda:0', grad_fn=<NllLossBackward0>)",0.389
477,"tensor(2.6088, device='cuda:0', grad_fn=<NllLossBackward0>)",0.362
478,"tensor(2.6001, device='cuda:0', grad_fn=<NllLossBackward0>)",0.344
479,"tensor(2.5192, device='cuda:0', grad_fn=<NllLossBackward0>)",0.339
480,"tensor(2.5088, device='cuda:0', grad_fn=<NllLossBackward0>)",0.37
481,"tensor(2.5322, device='cuda:0', grad_fn=<NllLossBackward0>)",0.374
482,"tensor(2.5151, device='cuda:0', grad_fn=<NllLossBackward0>)",0.387
483,"tensor(2.4069, device='cuda:0', grad_fn=<NllLossBackward0>)",0.399
484,"tensor(2.4937, device='cuda:0', grad_fn=<NllLossBackward0>)",0.371
485,"tensor(2.5535, device='cuda:0', grad_fn=<NllLossBackward0>)",0.35
486,"tensor(2.5424, device='cuda:0', grad_fn=<NllLossBackward0>)",0.371
487,"tensor(2.4211, device='cuda:0', grad_fn=<NllLossBackward0>)",0.391
488,"tensor(2.4769, device='cuda:0', grad_fn=<NllLossBackward0>)",0.393
489,"tensor(2.4338, device='cuda:0', grad_fn=<NllLossBackward0>)",0.373
490,"tensor(2.5349, device='cuda:0', grad_fn=<NllLossBackward0>)",0.361
491,"tensor(2.4679, device='cuda:0', grad_fn=<NllLossBackward0>)",0.392
492,"tensor(2.5730, device='cuda:0', grad_fn=<NllLossBackward0>)",0.373
493,"tensor(2.5550, device='cuda:0', grad_fn=<NllLossBackward0>)",0.387
494,"tensor(2.5202, device='cuda:0', grad_fn=<NllLossBackward0>)",0.367
495,"tensor(2.5204, device='cuda:0', grad_fn=<NllLossBackward0>)",0.383
496,"tensor(2.4883, device='cuda:0', grad_fn=<NllLossBackward0>)",0.393
497,"tensor(2.6131, device='cuda:0', grad_fn=<NllLossBackward0>)",0.343
498,"tensor(2.5199, device='cuda:0', grad_fn=<NllLossBackward0>)",0.377
499,"tensor(2.5086, device='cuda:0', grad_fn=<NllLossBackward0>)",0.37
500,"tensor(2.5250, device='cuda:0', grad_fn=<NllLossBackward0>)",0.39
501,"tensor(2.4524, device='cuda:0', grad_fn=<NllLossBackward0>)",0.375
502,"tensor(2.4928, device='cuda:0', grad_fn=<NllLossBackward0>)",0.369
503,"tensor(2.4937, device='cuda:0', grad_fn=<NllLossBackward0>)",0.357
504,"tensor(2.4909, device='cuda:0', grad_fn=<NllLossBackward0>)",0.374
505,"tensor(2.5781, device='cuda:0', grad_fn=<NllLossBackward0>)",0.364
506,"tensor(2.4817, device='cuda:0', grad_fn=<NllLossBackward0>)",0.363
507,"tensor(2.4549, device='cuda:0', grad_fn=<NllLossBackward0>)",0.365
508,"tensor(2.5112, device='cuda:0', grad_fn=<NllLossBackward0>)",0.387
509,"tensor(2.4267, device='cuda:0', grad_fn=<NllLossBackward0>)",0.392
510,"tensor(2.4403, device='cuda:0', grad_fn=<NllLossBackward0>)",0.398
511,"tensor(2.5551, device='cuda:0', grad_fn=<NllLossBackward0>)",0.397
512,"tensor(2.5490, device='cuda:0', grad_fn=<NllLossBackward0>)",0.374
513,"tensor(2.4295, device='cuda:0', grad_fn=<NllLossBackward0>)",0.399
514,"tensor(2.4875, device='cuda:0', grad_fn=<NllLossBackward0>)",0.389
515,"tensor(2.4757, device='cuda:0', grad_fn=<NllLossBackward0>)",0.384
516,"tensor(2.4974, device='cuda:0', grad_fn=<NllLossBackward0>)",0.382
517,"tensor(2.6027, device='cuda:0', grad_fn=<NllLossBackward0>)",0.384
518,"tensor(2.5889, device='cuda:0', grad_fn=<NllLossBackward0>)",0.376
519,"tensor(2.4891, device='cuda:0', grad_fn=<NllLossBackward0>)",0.369
520,"tensor(2.5494, device='cuda:0', grad_fn=<NllLossBackward0>)",0.364
521,"tensor(2.5007, device='cuda:0', grad_fn=<NllLossBackward0>)",0.381
522,"tensor(2.5691, device='cuda:0', grad_fn=<NllLossBackward0>)",0.346
523,"tensor(2.4377, device='cuda:0', grad_fn=<NllLossBackward0>)",0.397
524,"tensor(2.4473, device='cuda:0', grad_fn=<NllLossBackward0>)",0.386
525,"tensor(2.4837, device='cuda:0', grad_fn=<NllLossBackward0>)",0.376
526,"tensor(2.4140, device='cuda:0', grad_fn=<NllLossBackward0>)",0.373
527,"tensor(2.4752, device='cuda:0', grad_fn=<NllLossBackward0>)",0.379
528,"tensor(2.4393, device='cuda:0', grad_fn=<NllLossBackward0>)",0.365
529,"tensor(2.3573, device='cuda:0', grad_fn=<NllLossBackward0>)",0.4
530,"tensor(2.6118, device='cuda:0', grad_fn=<NllLossBackward0>)",0.358
531,"tensor(2.4676, device='cuda:0', grad_fn=<NllLossBackward0>)",0.403
532,"tensor(2.4714, device='cuda:0', grad_fn=<NllLossBackward0>)",0.385
533,"tensor(2.5850, device='cuda:0', grad_fn=<NllLossBackward0>)",0.35
534,"tensor(2.4950, device='cuda:0', grad_fn=<NllLossBackward0>)",0.392
535,"tensor(2.5380, device='cuda:0', grad_fn=<NllLossBackward0>)",0.381
536,"tensor(2.6135, device='cuda:0', grad_fn=<NllLossBackward0>)",0.356
537,"tensor(2.4609, device='cuda:0', grad_fn=<NllLossBackward0>)",0.373
538,"tensor(2.6332, device='cuda:0', grad_fn=<NllLossBackward0>)",0.365
539,"tensor(2.5211, device='cuda:0', grad_fn=<NllLossBackward0>)",0.371
540,"tensor(2.5041, device='cuda:0', grad_fn=<NllLossBackward0>)",0.358
541,"tensor(2.5087, device='cuda:0', grad_fn=<NllLossBackward0>)",0.38
542,"tensor(2.4815, device='cuda:0', grad_fn=<NllLossBackward0>)",0.373
543,"tensor(2.4868, device='cuda:0', grad_fn=<NllLossBackward0>)",0.387
544,"tensor(2.5493, device='cuda:0', grad_fn=<NllLossBackward0>)",0.374
545,"tensor(2.5325, device='cuda:0', grad_fn=<NllLossBackward0>)",0.369
546,"tensor(2.5351, device='cuda:0', grad_fn=<NllLossBackward0>)",0.354
547,"tensor(2.4513, device='cuda:0', grad_fn=<NllLossBackward0>)",0.359
548,"tensor(2.4621, device='cuda:0', grad_fn=<NllLossBackward0>)",0.378
549,"tensor(2.4759, device='cuda:0', grad_fn=<NllLossBackward0>)",0.384
550,"tensor(2.4917, device='cuda:0', grad_fn=<NllLossBackward0>)",0.388
551,"tensor(2.4477, device='cuda:0', grad_fn=<NllLossBackward0>)",0.371
552,"tensor(2.3888, device='cuda:0', grad_fn=<NllLossBackward0>)",0.39
553,"tensor(2.4333, device='cuda:0', grad_fn=<NllLossBackward0>)",0.388
554,"tensor(2.5257, device='cuda:0', grad_fn=<NllLossBackward0>)",0.377
555,"tensor(2.5749, device='cuda:0', grad_fn=<NllLossBackward0>)",0.363
556,"tensor(2.5315, device='cuda:0', grad_fn=<NllLossBackward0>)",0.349
557,"tensor(2.4340, device='cuda:0', grad_fn=<NllLossBackward0>)",0.391
558,"tensor(2.4631, device='cuda:0', grad_fn=<NllLossBackward0>)",0.366
559,"tensor(2.5110, device='cuda:0', grad_fn=<NllLossBackward0>)",0.385
560,"tensor(2.5115, device='cuda:0', grad_fn=<NllLossBackward0>)",0.372
561,"tensor(2.4366, device='cuda:0', grad_fn=<NllLossBackward0>)",0.386
562,"tensor(2.4861, device='cuda:0', grad_fn=<NllLossBackward0>)",0.367
563,"tensor(2.4138, device='cuda:0', grad_fn=<NllLossBackward0>)",0.392
564,"tensor(2.4472, device='cuda:0', grad_fn=<NllLossBackward0>)",0.367
565,"tensor(2.4588, device='cuda:0', grad_fn=<NllLossBackward0>)",0.388
566,"tensor(2.4741, device='cuda:0', grad_fn=<NllLossBackward0>)",0.379
567,"tensor(2.4497, device='cuda:0', grad_fn=<NllLossBackward0>)",0.386
568,"tensor(2.5889, device='cuda:0', grad_fn=<NllLossBackward0>)",0.363
569,"tensor(2.3732, device='cuda:0', grad_fn=<NllLossBackward0>)",0.394
570,"tensor(2.4627, device='cuda:0', grad_fn=<NllLossBackward0>)",0.378
571,"tensor(2.4107, device='cuda:0', grad_fn=<NllLossBackward0>)",0.399
572,"tensor(2.4802, device='cuda:0', grad_fn=<NllLossBackward0>)",0.391
573,"tensor(2.4995, device='cuda:0', grad_fn=<NllLossBackward0>)",0.38
574,"tensor(2.4895, device='cuda:0', grad_fn=<NllLossBackward0>)",0.39
575,"tensor(2.6509, device='cuda:0', grad_fn=<NllLossBackward0>)",0.349
576,"tensor(2.4758, device='cuda:0', grad_fn=<NllLossBackward0>)",0.389
577,"tensor(2.5350, device='cuda:0', grad_fn=<NllLossBackward0>)",0.394
578,"tensor(2.4310, device='cuda:0', grad_fn=<NllLossBackward0>)",0.383
579,"tensor(2.5166, device='cuda:0', grad_fn=<NllLossBackward0>)",0.378
580,"tensor(2.4785, device='cuda:0', grad_fn=<NllLossBackward0>)",0.374
581,"tensor(2.3758, device='cuda:0', grad_fn=<NllLossBackward0>)",0.403
582,"tensor(2.5413, device='cuda:0', grad_fn=<NllLossBackward0>)",0.351
583,"tensor(2.4414, device='cuda:0', grad_fn=<NllLossBackward0>)",0.404
584,"tensor(2.3826, device='cuda:0', grad_fn=<NllLossBackward0>)",0.394
585,"tensor(2.5724, device='cuda:0', grad_fn=<NllLossBackward0>)",0.378
586,"tensor(2.4667, device='cuda:0', grad_fn=<NllLossBackward0>)",0.392
587,"tensor(2.4866, device='cuda:0', grad_fn=<NllLossBackward0>)",0.391
588,"tensor(2.3670, device='cuda:0', grad_fn=<NllLossBackward0>)",0.393
589,"tensor(2.5100, device='cuda:0', grad_fn=<NllLossBackward0>)",0.366
590,"tensor(2.4872, device='cuda:0', grad_fn=<NllLossBackward0>)",0.371
591,"tensor(2.5022, device='cuda:0', grad_fn=<NllLossBackward0>)",0.369
592,"tensor(2.3699, device='cuda:0', grad_fn=<NllLossBackward0>)",0.418
593,"tensor(2.4974, device='cuda:0', grad_fn=<NllLossBackward0>)",0.382
594,"tensor(2.4095, device='cuda:0', grad_fn=<NllLossBackward0>)",0.406
595,"tensor(2.3961, device='cuda:0', grad_fn=<NllLossBackward0>)",0.407
596,"tensor(2.4671, device='cuda:0', grad_fn=<NllLossBackward0>)",0.378
597,"tensor(2.5465, device='cuda:0', grad_fn=<NllLossBackward0>)",0.384
598,"tensor(2.3881, device='cuda:0', grad_fn=<NllLossBackward0>)",0.407
599,"tensor(2.4497, device='cuda:0', grad_fn=<NllLossBackward0>)",0.393
600,"tensor(2.5954, device='cuda:0', grad_fn=<NllLossBackward0>)",0.374
601,"tensor(2.6315, device='cuda:0', grad_fn=<NllLossBackward0>)",0.348
602,"tensor(2.4718, device='cuda:0', grad_fn=<NllLossBackward0>)",0.376
603,"tensor(2.5357, device='cuda:0', grad_fn=<NllLossBackward0>)",0.39
604,"tensor(2.3905, device='cuda:0', grad_fn=<NllLossBackward0>)",0.383
605,"tensor(2.4983, device='cuda:0', grad_fn=<NllLossBackward0>)",0.38
606,"tensor(2.4886, device='cuda:0', grad_fn=<NllLossBackward0>)",0.367
607,"tensor(2.4121, device='cuda:0', grad_fn=<NllLossBackward0>)",0.392
608,"tensor(2.4738, device='cuda:0', grad_fn=<NllLossBackward0>)",0.379
609,"tensor(2.5203, device='cuda:0', grad_fn=<NllLossBackward0>)",0.368
610,"tensor(2.4872, device='cuda:0', grad_fn=<NllLossBackward0>)",0.387
611,"tensor(2.5461, device='cuda:0', grad_fn=<NllLossBackward0>)",0.359
612,"tensor(2.4188, device='cuda:0', grad_fn=<NllLossBackward0>)",0.376
613,"tensor(2.5254, device='cuda:0', grad_fn=<NllLossBackward0>)",0.383
614,"tensor(2.5302, device='cuda:0', grad_fn=<NllLossBackward0>)",0.377
615,"tensor(2.5357, device='cuda:0', grad_fn=<NllLossBackward0>)",0.389
616,"tensor(2.4856, device='cuda:0', grad_fn=<NllLossBackward0>)",0.399
617,"tensor(2.4548, device='cuda:0', grad_fn=<NllLossBackward0>)",0.372
618,"tensor(2.5057, device='cuda:0', grad_fn=<NllLossBackward0>)",0.398
619,"tensor(2.5535, device='cuda:0', grad_fn=<NllLossBackward0>)",0.357
620,"tensor(2.5427, device='cuda:0', grad_fn=<NllLossBackward0>)",0.367
621,"tensor(2.4243, device='cuda:0', grad_fn=<NllLossBackward0>)",0.38
622,"tensor(2.4346, device='cuda:0', grad_fn=<NllLossBackward0>)",0.371
623,"tensor(2.4367, device='cuda:0', grad_fn=<NllLossBackward0>)",0.387
624,"tensor(2.6012, device='cuda:0', grad_fn=<NllLossBackward0>)",0.348
625,"tensor(2.4571, device='cuda:0', grad_fn=<NllLossBackward0>)",0.404
626,"tensor(2.5293, device='cuda:0', grad_fn=<NllLossBackward0>)",0.375
627,"tensor(2.5497, device='cuda:0', grad_fn=<NllLossBackward0>)",0.353
